id,FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,NormalisedWorkEffortLevel1,PrimaryProgrammingLanguage,ProjectYear,DevelopmentManagementTechnique
583,7,1.02,10.98,Enhancement,?,?,?,?,?,?,48,JavaScript,2012,Agile
584,257,1,9.32,New_Development,?,?,?,3GL,?,2,2027,JavaScript,2011,Agile
585,62,?,1.79,Enhancement,?,?,MF,3GL,?,?,700,PHP,2014,Agile
586,291,?,16.01,Enhancement,?,?,MF,3GL,?,?,8371,C#,2019,Waterfall
587,989,1,11.18,New_Development,?,?,?,?,?,?,5968,PHP,2010,Waterfall
588,33,1.13,16.22,Enhancement,?,Yes,?,3GL,?,?,495,COBOL,2005,RAD
589,346,1,6.63,Enhancement,?,?,?,3GL,?,3,1507,PHP,2003,RAD
590,762,?,16.37,Enhancement,?,?,MF,3GL,Mainframe,30,16613,COBOL,2002,RAD
591,421,?,7.43,Enhancement,?,Yes,Multi,4GL,?,?,5086,JavaScript,2014,Waterfall
592,280,1,23.43,Enhancement,?,?,?,?,?,?,1100,PHP,2011,Waterfall
593,30,?,10.84,Enhancement,?,?,MF,3GL,?,?,255,C#,2000,Agile
594,1169,1,11.5,New_Development,?,?,?,?,?,15,10522,Java,2000,Agile
595,80,?,20.65,Enhancement,?,?,MF,3GL,Mainframe,?,210,C#,2019,Waterfall
596,109,1.23,6.05,Enhancement,?,?,?,3GL,?,?,4814,C#,2014,Waterfall
597,1986,?,12.4,Enhancement,?,?,MR,3GL,Unix,?,2258,.NET,2009,Waterfall
598,408,?,11.98,Enhancement,Telecommunications,Yes,MR,3GL,Unix,19,9075,Ruby,2013,Agile
599,551,1,6.9,New_Development,?,?,?,3GL,?,8,6050,C#,2011,Agile
600,159,1,7.59,New_Development,Banking,?,MF,?,Mainframe,5,3084,Java,2016,RAD
601,17,1.15,8.2,Enhancement,?,Yes,?,3GL,?,?,301,.NET,2002,Agile
602,74,1,8.54,Enhancement,?,?,?,?,?,6,1419,Java,2013,Agile
603,193,0.93,7.51,New_Development,Telecommunications,?,?,4GL,?,11,5690,.NET,2012,Agile
604,3210,1,11.21,New_Development,?,?,?,4GL,?,40,43300,.NET,2003,RAD
605,75,?,8.94,Enhancement,?,?,MF,3GL,Mainframe,?,496,C#,2022,Waterfall
606,118,1,4.02,Enhancement,?,?,?,?,?,5,1603,PHP,2006,Agile
607,1064,1,8.59,New_Development,?,?,?,3GL,?,?,1099,COBOL,2010,Agile
608,73,1.07,15.08,Enhancement,?,?,?,3GL,?,?,10106,Ruby,2014,RAD
609,155,?,3.1,Enhancement,?,Yes,Multi,3GL,?,?,2209,PHP,2000,RAD
610,138,0.94,27.25,Enhancement,Telecommunications,?,?,3GL,?,6,2988,.NET,2023,Waterfall
611,203,1,25.11,Enhancement,Banking,No,MF,3GL,Mainframe,?,3219,Ruby,2018,Waterfall
612,281,1,22.04,Enhancement,?,?,?,?,?,2,1608,JavaScript,2016,Waterfall
613,144,0.87,8.48,New_Development,Banking,?,MF,3GL,Mainframe,?,513,COBOL,2010,Waterfall
614,55,0.82,1.55,Enhancement,?,?,?,?,?,?,95,COBOL,2023,Agile
615,62,0.98,6.53,Enhancement,?,?,?,3GL,?,?,2602,JavaScript,2022,Agile
616,777,1,34.84,Enhancement,?,?,?,3GL,?,9,5180,COBOL,2014,Waterfall
617,84,?,11.72,Enhancement,?,Yes,Multi,4GL,?,?,304,PHP,2009,RAD
618,75,?,6.06,Enhancement,?,?,MF,3GL,Mainframe,?,465,Java,2018,Agile
619,117,1,20.7,Enhancement,Banking,?,MF,3GL,Mainframe,4,1674,JavaScript,2008,Waterfall
620,266,0.84,30.01,New_Development,Banking,?,MF,3GL,Mainframe,?,3023,PHP,2002,Waterfall
621,41,?,14.88,Enhancement,?,Yes,Multi,3GL,?,?,441,Python,2015,RAD
622,18,?,10.17,Enhancement,?,?,MF,3GL,Mainframe,?,306,Python,2018,Agile
623,4,0.94,9.07,Enhancement,?,?,?,3GL,?,?,38,JavaScript,2018,Agile
624,766,1.11,17.29,Enhancement,Telecommunications,Yes,MR,4GL,Unix,33,13183,Java,2013,Waterfall
625,201,?,16.69,Enhancement,?,Yes,Multi,4GL,?,?,2624,Ruby,2021,Waterfall
626,279,0.84,8.72,Enhancement,Telecommunications,?,?,4GL,?,4,937,Swift,2017,RAD
627,289,1.09,8.96,Enhancement,?,No,MF,3GL,?,5,8150,COBOL,2020,Agile
628,56,1.02,16.13,Enhancement,Telecommunications,?,?,3GL,?,8,3030,Java,2004,RAD
629,44,1,15.79,Enhancement,?,Yes,?,?,?,?,173,JavaScript,2012,RAD
630,247,1,34.3,New_Development,Banking,?,PC,4GL,Windows,7,1757,.NET,2002,Waterfall
631,37,?,34.21,Enhancement,?,Yes,Multi,3GL,?,?,405,JavaScript,2010,Waterfall
632,132,1.08,10.3,Enhancement,?,?,?,3GL,?,?,401,COBOL,2010,Waterfall
633,2456,1,5.27,New_Development,?,?,?,?,?,?,2464,Ruby,2012,Agile
634,226,?,11.73,Enhancement,?,No,MF,3GL,Mainframe,4,8258,Python,2013,RAD
635,219,1,3.69,New_Development,?,?,?,?,?,3,510,C#,2012,Agile
636,572,1,20.77,New_Development,?,?,?,4GL,?,8,13020,C++,2002,Waterfall
637,211,1,4.25,New_Development,?,?,?,?,?,5,3136,COBOL,2007,RAD
638,59,0.93,30.71,New_Development,Telecommunications,?,?,4GL,?,1,340,Python,2023,Waterfall
639,85,1.05,10.95,Enhancement,?,?,?,3GL,?,?,497,PHP,2009,RAD
640,39,1,31.07,Enhancement,?,?,?,3GL,?,3,1313,.NET,2008,Waterfall
641,1181,1.01,22.74,Enhancement,Telecommunications,?,PC,4GL,Windows,?,3006,COBOL,2012,Waterfall
642,582,1.04,14.4,New_Development,Telecommunications,?,?,4GL,?,5,2041,Python,2023,RAD
643,547,?,8.49,New_Development,?,Yes,MF,4GL,Unix,?,2512,PHP,2000,RAD
644,559,1,3.7,New_Development,?,?,?,3GL,?,4,3020,Ruby,2005,Agile
645,141,?,13.16,New_Development,?,No,PC,4GL,Unix,?,299,.NET,2022,Waterfall
646,19,1.19,22.91,Enhancement,?,Yes,?,?,?,?,68,PHP,2008,Waterfall
647,81,1.21,9.84,Enhancement,?,Yes,?,4GL,?,?,1168,C#,2006,Waterfall
648,985,1,11.28,Enhancement,?,?,?,?,?,?,3496,JavaScript,2017,Agile
649,326,1,3.62,New_Development,?,?,?,?,?,6,1234,Java,2018,RAD
650,141,1,9.42,New_Development,?,?,?,?,?,3,912,.NET,2013,RAD
651,93,1.18,10.47,Enhancement,?,?,?,3GL,?,?,3810,PHP,2001,Waterfall
652,128,1.03,4.76,New_Development,Telecommunications,?,PC,4GL,Unix,7,1429,PHP,2006,Agile
653,126,1.05,15.94,Enhancement,Telecommunications,?,PC,4GL,Windows,7,1665,Python,2023,Waterfall
654,389,1.05,16.5,Enhancement,?,?,MF,3GL,Unix,?,4719,Java,2015,Waterfall
655,476,1,12.56,Enhancement,?,?,?,3GL,?,8,5657,JavaScript,2019,RAD
656,57,1.05,23.79,Enhancement,?,?,MF,3GL,Unix,?,317,COBOL,2005,Waterfall
657,675,?,1.06,Enhancement,?,Yes,Multi,4GL,?,?,11186,Python,2012,Agile
658,332,?,2.38,Enhancement,?,Yes,Multi,3GL,?,?,7040,.NET,2013,Agile
659,1176,1,17.45,Enhancement,?,?,?,?,?,7,2278,COBOL,2014,RAD
660,60,1.1,5.02,Enhancement,?,Yes,?,4GL,?,?,1161,C#,2005,Agile
661,144,1.05,11.25,New_Development,Banking,?,PC,3GL,Windows,?,1035,.NET,2022,Agile
662,256,?,6.4,Enhancement,?,Yes,Multi,3GL,?,?,1231,Python,2013,Waterfall
663,267,1.07,30.29,New_Development,Banking,No,MF,4GL,Mainframe,?,1727,.NET,2007,Waterfall
664,7,?,5.0,Enhancement,?,Yes,Multi,4GL,?,?,232,JavaScript,2016,Agile
665,13,?,29.14,Enhancement,?,Yes,Multi,4GL,?,?,4,COBOL,2021,Waterfall
666,610,?,7.68,Enhancement,?,Yes,Multi,3GL,?,?,13098,JavaScript,2019,Agile
667,409,0.97,25.82,New_Development,Telecommunications,No,PC,3GL,Unix,?,8987,C#,2004,Waterfall
668,79,?,17.71,Enhancement,?,Yes,Multi,3GL,?,?,2195,C#,2014,RAD
669,264,?,12.06,Enhancement,?,?,MF,3GL,Mainframe,?,686,Go,2023,RAD
670,413,1,14.39,New_Development,?,?,?,?,?,4,743,COBOL,2010,Waterfall
671,2099,?,3.72,Enhancement,?,?,MR,3GL,Unix,?,17400,JavaScript,2010,RAD
672,269,?,5.93,Enhancement,?,?,MF,3GL,?,?,3438,Swift,2018,RAD
673,63,0.94,11.12,Enhancement,?,?,?,3GL,?,?,2391,.NET,2003,Agile
674,143,1.01,17.66,New_Development,Banking,?,MF,3GL,Mainframe,?,4380,Java,2007,RAD
675,258,1.03,9.36,New_Development,Telecommunications,?,?,3GL,?,23,5657,.NET,2021,Agile
676,130,1.02,3.62,Enhancement,?,?,?,3GL,?,?,5149,JavaScript,2008,RAD
677,27,?,9.84,Enhancement,?,Yes,Multi,4GL,?,?,436,C#,2007,Agile
678,36,?,7.68,Enhancement,?,?,MF,3GL,Mainframe,?,129,JavaScript,2011,Agile
679,150,1,27.92,Enhancement,?,?,?,?,?,?,600,.NET,2005,Waterfall
680,103,0.96,5.3,New_Development,Telecommunications,?,?,?,?,2,764,JavaScript,2019,Agile
681,151,1.22,10.33,Enhancement,?,?,MF,4GL,Unix,?,972,C#,2013,Agile
682,96,?,15.56,New_Development,?,?,MF,3GL,Mainframe,?,4550,Python,2021,Waterfall
683,82,1.09,5.37,Enhancement,?,?,MF,3GL,Unix,?,2253,JavaScript,2016,RAD
684,39,?,7.02,Enhancement,?,?,MF,3GL,Mainframe,?,516,C#,2004,Waterfall
685,79,1.08,7.94,Enhancement,?,?,?,3GL,?,?,2451,.NET,2001,RAD
686,85,1.04,6.13,Enhancement,Telecommunications,Yes,MR,4GL,Unix,11,2299,PHP,2008,Waterfall
687,21,?,33.67,Enhancement,?,?,MF,3GL,?,?,269,PHP,2002,Waterfall
688,126,1,16.76,Enhancement,?,?,?,?,?,2,354,C#,2014,Waterfall
689,364,1,12.19,Enhancement,?,?,?,3GL,?,8,3252,COBOL,2002,Waterfall
690,50,0.91,11.46,Enhancement,?,No,MF,3GL,?,2,1848,COBOL,2015,RAD
691,17,?,1.34,Enhancement,?,?,MF,3GL,?,?,458,Java,2001,Agile
692,36,?,31.49,Enhancement,?,?,MF,3GL,?,?,408,Swift,2015,Waterfall
693,78,1.03,2.28,Enhancement,?,?,?,?,?,?,950,COBOL,2012,Agile
694,191,1.16,17.42,Enhancement,Telecommunications,?,?,4GL,?,9,2952,COBOL,2010,RAD
695,900,1,1.32,New_Development,?,?,?,?,?,6,2098,.NET,2014,Agile
696,275,1.17,9.59,Enhancement,?,?,?,?,?,?,1222,PHP,2008,RAD
697,63,?,4.1,Enhancement,?,Yes,Multi,3GL,?,?,2038,PHP,2005,Agile
698,1367,1.23,11.05,New_Development,?,?,?,?,?,?,12135,Ruby,2018,Agile
699,992,?,8.42,New_Development,?,Yes,Multi,4GL,Windows,?,7800,C#,2012,Agile
700,52,?,1.86,Enhancement,?,?,MF,3GL,?,?,1486,.NET,2008,Agile
701,161,1.03,3.12,Enhancement,Telecommunications,No,MR,4GL,Unix,10,3137,JavaScript,2011,Agile
702,170,1.07,17.54,Enhancement,?,No,MF,3GL,?,2.5,2289,Python,2012,RAD
703,180,1,5.48,New_Development,?,?,?,?,?,3,463,COBOL,2009,Agile
704,60,0.87,20.82,Enhancement,Telecommunications,Yes,MR,4GL,Unix,?,304,Python,2023,Waterfall
705,97,1.05,4.03,Enhancement,Telecommunications,?,?,3GL,?,2,1239,.NET,2002,RAD
706,92,?,3.84,Enhancement,?,?,MF,3GL,Mainframe,?,6022,C#,2004,RAD
707,669,?,4.68,Enhancement,?,Yes,Multi,4GL,?,?,6814,PHP,2014,Agile
708,90,1.13,10.56,Enhancement,?,?,MF,3GL,Mainframe,?,1077,C#,2015,Agile
709,187,1,23.74,New_Development,?,?,?,?,?,2,608,JavaScript,2005,Waterfall
710,72,1.13,16.18,Enhancement,?,?,?,4GL,?,?,452,.NET,2023,RAD
711,2212,1,17.6,New_Development,?,?,?,?,?,?,5051,C#,2022,RAD
712,602,1,3.67,Enhancement,?,?,?,?,?,6,1368,C#,2014,RAD
713,13,?,10.48,Enhancement,?,Yes,?,?,?,?,207,PHP,2012,RAD
714,84,1,3.25,New_Development,?,?,?,?,?,5,498,COBOL,2007,Agile
715,84,0.87,10.3,Enhancement,Telecommunications,?,MR,4GL,Unix,7,1121,PHP,2006,Agile
716,428,1.05,3.69,Enhancement,Telecommunications,?,?,3GL,?,41,19328,Go,2023,Agile
717,656,1,18.12,Enhancement,?,?,?,?,?,4,1870,C++,2002,Waterfall
718,475,1.16,7.81,Enhancement,Telecommunications,?,MR,3GL,Unix,4,2934,PHP,2013,RAD
719,198,1.02,7.62,Enhancement,?,?,?,3GL,?,?,4263,.NET,2016,Waterfall
720,37,0.84,2.63,Enhancement,?,No,MF,3GL,?,1,297,COBOL,2007,Agile
721,749,1,4.02,Enhancement,?,?,?,?,?,8,1654,PHP,2007,Agile
722,8,0.96,9.91,Enhancement,?,Yes,?,3GL,?,?,54,COBOL,2003,Waterfall
723,629,1,5.92,New_Development,?,?,?,?,?,5,2628,C++,2000,RAD
724,1004,1,11.48,Enhancement,?,?,?,3GL,?,19,15800,Ruby,2017,Agile
725,84,?,33.44,Enhancement,?,?,MF,3GL,Mainframe,?,1078,Ruby,2006,Waterfall
726,502,1.24,3.09,Enhancement,?,?,?,3GL,?,?,21864,C#,2002,Agile
727,51,?,18.49,Enhancement,?,?,MF,3GL,?,?,948,JavaScript,2023,Waterfall
728,86,1,1.29,New_Development,Banking,?,MF,3GL,Mainframe,?,419,JavaScript,2008,Agile
729,65,?,10.9,Enhancement,Telecommunications,No,MF,4GL,Mainframe,13,2727,C#,2002,RAD
730,269,?,25.76,Enhancement,?,?,MF,3GL,Mainframe,?,866,Ruby,2012,Waterfall
731,461,1.01,17.7,Enhancement,Telecommunications,?,?,4GL,?,4,1708,Python,2014,Waterfall
732,470,1,6.76,New_Development,?,?,?,?,?,?,3712,PHP,2003,Waterfall
733,151,?,12.93,Enhancement,Telecommunications,?,?,?,?,4,1329,Go,2017,RAD
734,197,?,13.24,Enhancement,?,Yes,Multi,4GL,?,?,4027,PHP,2014,RAD
735,429,1,32.95,New_Development,?,?,?,?,?,5,2151,C#,2014,Waterfall
736,128,?,13.47,Enhancement,?,?,MF,3GL,Mainframe,?,2790,COBOL,2000,RAD
737,11,?,17.99,Enhancement,?,Yes,?,?,?,?,40,C#,2006,RAD
738,65,0.91,7.24,New_Development,Telecommunications,?,?,3GL,?,3,682,C#,2000,RAD
739,198,?,10.4,Enhancement,?,?,MF,3GL,Mainframe,?,629,JavaScript,2013,Agile
740,84,?,11.82,Enhancement,?,Yes,Multi,3GL,?,?,1888,PHP,2009,Agile
741,34,1.02,4.11,Enhancement,?,Yes,?,?,?,?,196,Python,2020,Agile
742,50,?,33.03,Enhancement,?,?,MF,3GL,?,?,1896,COBOL,2020,Waterfall
743,44,1.12,25.76,Enhancement,?,No,MF,3GL,?,2,3392,.NET,2000,Waterfall
744,11,1.08,30.13,Enhancement,?,Yes,?,?,?,?,181,COBOL,2013,Waterfall
745,55,?,8.27,Enhancement,?,No,MF,3GL,?,2,1543,JavaScript,2012,RAD
746,155,1,22.27,Enhancement,?,?,?,?,?,2,476,JavaScript,2017,Waterfall
747,29,?,32.5,Enhancement,?,?,MF,3GL,?,?,298,COBOL,2018,Waterfall
748,92,1.01,24.64,Enhancement,Telecommunications,?,?,4GL,?,5,967,.NET,2002,Waterfall
749,60,1.03,24.01,Enhancement,?,?,?,?,?,?,425,.NET,2003,Waterfall
750,201,1,7.82,Enhancement,?,?,?,?,?,7,2102,Python,2018,RAD
751,796,1.22,7.71,New_Development,Telecommunications,?,MR,?,Unix,14,5864,Java,2013,RAD
752,78,1.03,11.13,Enhancement,Telecommunications,?,PC,4GL,Windows,5,89,Swift,2022,RAD
753,21,?,3.56,Enhancement,?,?,?,3GL,?,?,897,Go,2018,Agile
754,113,0.94,19.57,New_Development,Telecommunications,?,?,4GL,?,4,1357,.NET,2008,Waterfall
755,90,?,4.03,Enhancement,?,Yes,Multi,3GL,?,?,1702,Ruby,2007,RAD
756,9,?,10.68,Enhancement,?,?,MF,3GL,Mainframe,?,107,JavaScript,2017,Agile
757,59,1.14,32.81,Enhancement,Telecommunications,?,?,3GL,?,13,4642,Ruby,2019,Waterfall
758,293,1.07,11.42,Enhancement,?,?,?,3GL,?,?,9270,Ruby,2014,RAD
759,27,1.13,2.29,Enhancement,?,?,?,4GL,?,?,91,Java,2015,Agile
760,503,1,7.95,Enhancement,?,?,?,?,?,3,482,.NET,2009,RAD
761,310,?,7.17,Enhancement,?,?,MF,3GL,Windows,15,6160,Swift,2018,Agile
762,2131,1.09,11.38,Enhancement,?,No,MF,3GL,Mainframe,4,8640,JavaScript,2018,Waterfall
763,98,1,16.38,Enhancement,?,?,?,?,?,2,636,PHP,2002,RAD
764,594,?,22.52,Enhancement,?,Yes,Multi,3GL,Windows,?,6726,PHP,2006,Waterfall
765,141,0.95,26.14,Enhancement,Telecommunications,?,?,3GL,?,7,2019,Go,2017,Waterfall
766,47,1.19,26.71,Enhancement,?,?,?,4GL,?,?,384,Java,2005,Waterfall
767,35,?,5.33,Enhancement,?,Yes,Multi,4GL,?,?,750,PHP,2003,Agile
768,176,1.15,17.93,Enhancement,?,?,MF,3GL,Unix,?,9662,PHP,2007,RAD
769,113,?,12.23,New_Development,?,Yes,MF,4GL,Unix,?,754,.NET,2011,RAD
770,95,0.98,2.35,Enhancement,Telecommunications,?,MR,3GL,Unix,7,1101,C#,2018,Agile
771,1003,?,31.8,Enhancement,Telecommunications,?,?,4GL,?,20,15794,Ruby,2009,Waterfall
772,18,?,27.99,Enhancement,?,?,MF,3GL,Mainframe,?,3002,PHP,2010,Waterfall
773,450,1.11,6.65,Enhancement,Telecommunications,Yes,MR,3GL,Unix,20,7080,.NET,2004,RAD
774,270,1.22,33.07,Enhancement,?,?,?,3GL,?,?,7837,C++,2004,Waterfall
775,55,1.04,9.75,Enhancement,Telecommunications,?,?,4GL,?,16,2098,Java,2020,Agile
776,125,1.02,30.94,Enhancement,Telecommunications,?,PC,4GL,Windows,6,1902,JavaScript,2020,Waterfall
777,300,?,12.57,Enhancement,?,?,MF,3GL,?,?,1430,COBOL,2002,Waterfall
778,18,1.17,4.26,Enhancement,?,Yes,?,4GL,?,?,864,Ruby,2020,Agile
779,39,?,10.71,Enhancement,?,?,?,3GL,?,?,2794,COBOL,2008,Agile
780,112,1,3.91,New_Development,Banking,?,MF,3GL,Mainframe,?,1622,Ruby,2023,Agile
781,140,1.06,11.49,New_Development,Telecommunications,?,MR,3GL,Unix,10,4141,C#,2019,Agile
782,227,0.93,12.18,New_Development,Banking,?,MF,3GL,Mainframe,4,1865,PHP,2001,RAD
783,893,?,13.73,Enhancement,?,Yes,Multi,4GL,?,?,7514,.NET,2001,RAD
784,641,?,33.47,Enhancement,?,Yes,Multi,4GL,?,?,20164,.NET,2003,Waterfall
785,40,1.1,2.52,Enhancement,?,?,?,3GL,?,?,7427,Java,2003,Agile
786,245,1,11.41,New_Development,?,?,?,?,?,2,268,Java,2012,RAD
787,252,1,34.52,New_Development,Banking,?,MF,3GL,Mainframe,6,2101,.NET,2006,Waterfall
788,126,1.06,31.24,New_Development,?,No,MF,3GL,Mainframe,8,7760,Python,2013,Waterfall
789,650,1,4.06,New_Development,?,?,?,?,?,7,4820,JavaScript,2018,Agile
790,101,1,4.41,Enhancement,?,?,?,?,?,2,696,.NET,2006,Agile
791,939,1,11.91,New_Development,?,?,?,?,?,?,14880,C#,2020,RAD
792,104,?,3.78,Enhancement,?,?,MF,3GL,?,?,3442,.NET,2023,Agile
793,199,?,4.29,Enhancement,?,Yes,Multi,3GL,Windows,?,1073,PHP,2014,RAD
794,219,1,10.61,New_Development,?,?,?,?,?,7,1219,Swift,2020,Agile
795,361,1,10.32,Enhancement,?,?,?,?,?,3,1848,Python,2016,Agile
796,238,?,2.63,Enhancement,?,Yes,Multi,4GL,?,?,3701,C++,2004,Agile
797,276,?,6.22,Enhancement,?,Yes,Multi,4GL,?,?,3307,C#,2004,RAD
798,3,1.11,31.04,Enhancement,?,Yes,?,4GL,?,?,105,C#,2018,Waterfall
799,128,1.13,16.18,Enhancement,?,?,MF,3GL,Mainframe,0.5,2444,PHP,2008,Waterfall
800,14,?,3.76,Enhancement,?,?,MF,3GL,Mainframe,?,160,Java,2017,Agile
801,111,1.12,11.82,Enhancement,?,?,?,3GL,?,?,619,PHP,2005,Agile
802,99,?,20.75,Enhancement,?,?,MF,3GL,Mainframe,?,224,COBOL,2019,Waterfall
803,156,?,8.16,Enhancement,?,?,MF,3GL,?,?,1520,.NET,2004,Waterfall
804,82,?,10.81,Enhancement,Telecommunications,?,?,4GL,?,6,1152,Python,2014,Agile
805,1013,1,11.09,New_Development,?,?,?,?,?,7,5880,C#,2014,RAD
806,69,0.98,3.73,Enhancement,?,?,?,3GL,?,?,2726,Java,2022,Agile
807,240,?,4.04,Enhancement,?,Yes,Multi,4GL,?,?,2131,C++,2004,RAD
808,68,?,25.57,Enhancement,Telecommunications,No,PC,4GL,Unix,?,143,.NET,2020,Waterfall
809,380,1.02,14.44,Enhancement,Telecommunications,?,?,4GL,?,7,2811,C#,2004,Waterfall
810,309,?,1.18,New_Development,?,Yes,Multi,4GL,Windows,?,1575,C++,2003,Agile
811,141,1.18,34.91,Enhancement,?,?,?,3GL,?,?,3902,PHP,2013,Waterfall
812,876,1.03,18.11,Enhancement,Telecommunications,?,MR,4GL,Unix,17,6605,Go,2022,Waterfall
813,275,1,20.32,Enhancement,?,?,?,?,?,5,931,.NET,2023,Waterfall
814,419,1.12,12.74,New_Development,Telecommunications,Yes,MR,4GL,Unix,9,3845,PHP,2014,RAD
815,374,1,6.3,New_Development,Banking,No,MF,3GL,Mainframe,11,1838,Java,2016,Agile
816,31,1,27.09,Enhancement,?,Yes,?,?,?,?,99,.NET,2000,Waterfall
817,81,1.01,3.87,Enhancement,Telecommunications,?,PC,4GL,Windows,1,80,Java,2011,Agile
818,62,?,7.97,Enhancement,?,No,PC,4GL,Unix,?,1080,JavaScript,2021,RAD
819,76,1.07,9.55,Enhancement,Telecommunications,?,MR,3GL,Unix,7,2412,Java,2010,RAD
820,150,1,12.77,Enhancement,?,?,?,?,?,2,446,.NET,2000,Waterfall
821,601,1,4.93,New_Development,?,?,?,?,?,6,1348,Python,2020,Agile
822,410,1.04,10.07,Enhancement,Telecommunications,Yes,MR,4GL,Unix,2,646,PHP,2001,Agile
823,104,1.17,33.87,Enhancement,Telecommunications,?,?,?,?,25,6987,Ruby,2007,Waterfall
824,6,1.15,12.81,Enhancement,?,Yes,?,3GL,?,?,94,Python,2021,RAD
825,60,1,5.42,Enhancement,Banking,No,MF,3GL,Mainframe,?,1102,COBOL,2019,RAD
826,132,1.02,6.21,Enhancement,?,?,?,3GL,?,?,1543,Python,2019,Agile
827,10,1.17,4.23,Enhancement,?,Yes,?,4GL,?,?,2032,Java,2022,RAD
828,47,1.11,15.81,Enhancement,?,?,?,?,?,?,354,PHP,2004,RAD
829,56,?,3.69,Enhancement,?,?,MF,3GL,?,?,1762,C#,2002,RAD
830,367,?,16.1,Enhancement,Telecommunications,Yes,PC,4GL,Windows,10,3483,JavaScript,2009,RAD
831,348,1.04,33.72,New_Development,Telecommunications,?,PC,?,Windows,22,8543,Swift,2018,Waterfall
832,131,1,7.63,Enhancement,?,?,?,?,?,1,1252,JavaScript,2013,Agile
833,58,?,15.98,Enhancement,?,?,MF,4GL,?,?,512,C#,2008,RAD
834,349,1.04,13.89,Enhancement,Telecommunications,?,MR,4GL,Unix,12,4134,Python,2015,Waterfall
835,744,1,6.48,New_Development,?,?,?,?,?,11,3439,PHP,2001,RAD
836,48,1.1,8.44,Enhancement,Telecommunications,?,PC,3GL,Windows,4,1213,Swift,2020,RAD
837,377,1.02,5.56,Enhancement,?,?,?,3GL,?,?,8437,C#,2008,Agile
838,34,?,10.84,Enhancement,?,Yes,Multi,4GL,?,?,254,.NET,2008,Agile
839,345,1.24,13.53,Enhancement,?,?,?,3GL,?,?,20859,PHP,2006,RAD
840,115,?,14.57,Enhancement,Telecommunications,?,?,4GL,?,9,1576,Java,2004,Waterfall
841,2045,?,18.97,Enhancement,?,Yes,Multi,4GL,Windows,?,3613,.NET,2011,Waterfall
842,19,1,5.54,Enhancement,?,Yes,?,?,?,?,1081,C#,2002,RAD
843,721,1,17.82,Enhancement,?,?,?,?,?,12,6552,Ruby,2023,RAD
844,42,1.27,22.43,Enhancement,?,Yes,?,3GL,?,?,296,.NET,2002,Waterfall
845,129,?,5.91,Enhancement,?,?,MF,3GL,?,?,1809,.NET,2000,Agile
846,109,?,3.4,Enhancement,?,Yes,Multi,4GL,?,?,655,PHP,2011,RAD
847,1510,?,10.56,New_Development,?,Yes,Multi,4GL,Windows,?,5740,JavaScript,2017,Agile
848,111,1.21,9.93,Enhancement,?,Yes,?,4GL,?,?,1521,Java,2018,RAD
849,309,?,15.99,Enhancement,?,Yes,Multi,3GL,Windows,?,25900,.NET,2015,RAD
850,197,1.01,12.73,Enhancement,Telecommunications,?,?,4GL,?,3,1049,Java,2010,RAD
851,18,0.74,4.66,New_Development,Banking,?,MF,3GL,Mainframe,?,1015,Ruby,2010,Agile
852,781,1,11.83,New_Development,?,?,?,3GL,?,309,45778,Java,2005,Agile
853,212,1.04,15.88,Enhancement,Telecommunications,?,MR,4GL,Unix,8,2325,C#,2019,Waterfall
854,36,?,18.15,Enhancement,?,?,MF,3GL,Mainframe,?,288,JavaScript,2008,Waterfall
855,58,1.03,6.95,Enhancement,?,?,MF,4GL,Unix,?,1694,Python,2018,Agile
856,113,1,6.63,Enhancement,?,?,?,?,?,5,1350,COBOL,2005,RAD
857,1987,?,9.74,Enhancement,?,Yes,Multi,4GL,Windows,?,3613,JavaScript,2010,Waterfall
858,100,1,9.49,New_Development,?,?,?,?,?,4,830,PHP,2005,RAD
859,4,1,29.92,Enhancement,?,Yes,?,?,?,?,8,JavaScript,2022,Waterfall
860,66,0.94,14.86,Enhancement,Telecommunications,No,PC,3GL,Mainframe,2,349,C++,2001,RAD
861,84,1.07,27.02,Enhancement,?,?,?,3GL,?,?,2113,C#,2006,Waterfall
862,18,?,2.59,Enhancement,?,Yes,Multi,4GL,?,?,783,Java,2016,Agile
863,141,?,8.04,Enhancement,?,Yes,Multi,4GL,?,?,842,C++,2004,Waterfall
864,897,?,13.2,New_Development,Telecommunications,?,?,4GL,?,2,2798,COBOL,2006,RAD
865,1174,?,10.64,Enhancement,?,?,MR,3GL,Unix,?,9200,COBOL,2016,Waterfall
866,1194,?,30.89,New_Development,?,?,PC,4GL,Windows,?,8162,JavaScript,2018,Waterfall
867,77,1.22,6.84,Enhancement,?,?,MF,4GL,Unix,?,91,Java,2015,RAD
868,324,0.96,8.03,New_Development,Telecommunications,?,MR,3GL,Unix,6,2455,C#,2001,RAD
869,306,1.05,26.01,Enhancement,?,Yes,?,3GL,?,?,2201,Java,2002,Waterfall
870,136,0.97,10.16,New_Development,Telecommunications,?,?,4GL,?,2,724,Python,2017,RAD
871,270,?,6.11,Enhancement,?,Yes,Multi,3GL,?,?,3846,JavaScript,2005,Agile
